order,feature,feature_label_ko,feature_group,canonical_block,source,source_column,transform_definition,selection_stat_reason,selection_domain_reason,literature_basis,expected_sign,asof_rule,leakage_risk,redundancy_reason,coverage_rate,non_null_count,nunique,mean_abs_ic_60d,mean_abs_ic_30d,sign_stability_60d,sign_stability_30d,vif,selection_score,decision_reason,selected_role,validation_requirement,review_note
64,search_kau_intensity_shock,KAU 검색 관심도,nlp,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_shock,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.996; 60d mean |IC|=0.053; 30d mean |IC|=0.089; 60d sign stability=0.545; selection=target_overlap_gate_then_score_screen.,"검색 관심도는 시장 참여자와 일반 대중의 KAU 관련 주의력을 측정하며, 정형 데이터보다 빠른 관심도 shock를 제공한다.","내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",관심도 증가는 방향보다 변동성과 정보흐름을 나타낼 수 있어 부호는 경험적으로 판단한다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9962476547842402,2124,2114,0.0533010756444961,0.0888001432790308,0.5454545454545454,0.5454545454545454,,0.2556858474481091,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
65,search_kau_intensity_percentile_60d,KAU 검색 관심도,nlp,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_percentile_60d,60일 rolling window 집계로 뉴스·검색 신호의 지속효과를 측정한다.,coverage=0.996; 60d mean |IC|=0.117; 30d mean |IC|=0.111; 60d sign stability=0.727; selection=target_overlap_gate_then_score_screen.,"검색 관심도는 시장 참여자와 일반 대중의 KAU 관련 주의력을 측정하며, 정형 데이터보다 빠른 관심도 shock를 제공한다.","내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",관심도 증가는 방향보다 변동성과 정보흐름을 나타낼 수 있어 부호는 경험적으로 판단한다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9962476547842402,2124,120,0.1170273727061865,0.1112098390586632,0.7272727272727273,0.6363636363636364,,0.3145195529587651,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
66,search_kau_intensity_ratio_20d,KAU 검색 관심도,nlp,nlp,features/nlp_final/nlp_final_features.parquet,search_kau_intensity_ratio_20d,20일 rolling ratio로 검색 관심도의 상대 변화를 측정한다.,coverage=0.996; 60d mean |IC|=0.083; 30d mean |IC|=0.102; 60d sign stability=0.636; selection=target_overlap_gate_then_score_screen.,"검색 관심도는 시장 참여자와 일반 대중의 KAU 관련 주의력을 측정하며, 정형 데이터보다 빠른 관심도 shock를 제공한다.","내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",관심도 증가는 방향보다 변동성과 정보흐름을 나타낼 수 있어 부호는 경험적으로 판단한다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9962476547842402,2124,2124,0.0832106470519528,0.1024493514663743,0.6363636363636364,0.5454545454545454,,0.2846393228599553,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
67,gov_policy_tightening_index,정부 정책 긴축지수,nlp,nlp,features/nlp_final/nlp_final_features.parquet,gov_policy_tightening_index,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.183; 30d mean |IC|=0.170; 60d sign stability=0.750; selection=target_overlap_gate_then_score_screen.,정부 정책 tone과 이행정책 관심도는 보도자료·공지의 긴축/완화 신호를 일별 피처로 변환한 정책 정보 proxy이다.,"내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",긴축 tone 증가는 미래 공급 희소성 기대를 높일 수 있어 양의 부호가 우선 가설이다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1545,0.1829472903027165,0.1695883034025116,0.75,0.75,,0.368018085517122,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
68,gov_compliance_policy_attention,정부 이행정책 관심도,nlp,nlp,features/nlp_final/nlp_final_features.parquet,gov_compliance_policy_attention,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.241; 30d mean |IC|=0.114; 60d sign stability=0.636; selection=target_overlap_gate_then_score_screen.,정부 정책 tone과 이행정책 관심도는 보도자료·공지의 긴축/완화 신호를 일별 피처로 변환한 정책 정보 proxy이다.,"내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",관심도 증가는 방향보다 변동성과 정보흐름을 나타낼 수 있어 부호는 경험적으로 판단한다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,2132,0.2410568691922451,0.1135361138650409,0.6363636363636364,0.5454545454545454,,0.3746016701583587,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
69,news_text_tightening_minus_easing_60d,뉴스 긴축-완화 tone,nlp,nlp,features/nlp_final/nlp_final_features.parquet,news_text_tightening_minus_easing_60d,60일 rolling window 집계로 뉴스·검색 신호의 지속효과를 측정한다.,coverage=0.992; 60d mean |IC|=0.303; 30d mean |IC|=0.211; 60d sign stability=0.714; selection=target_overlap_gate_then_score_screen.,"뉴스의 긴축-완화 tone은 규제 강화 기대, 수급 불확실성, 시장 스트레스 서사를 반영하여 forward return의 보조 신호가 된다.","내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",긴축 tone 증가는 미래 공급 희소성 기대를 높일 수 있어 양의 부호가 우선 가설이다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9924953095684804,2116,67,0.3033497035995358,0.210726859616781,0.7142857142857143,0.875,,0.4402021542693594,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
70,news_text_tightening_minus_easing_30d,뉴스 긴축-완화 tone,nlp,nlp,features/nlp_final/nlp_final_features.parquet,news_text_tightening_minus_easing_30d,30일 rolling window 집계로 뉴스 tone의 단기 누적효과를 측정한다.,coverage=0.992; 60d mean |IC|=0.274; 30d mean |IC|=0.153; 60d sign stability=0.857; selection=target_overlap_gate_then_score_screen.,"뉴스의 긴축-완화 tone은 규제 강화 기대, 수급 불확실성, 시장 스트레스 서사를 반영하여 forward return의 보조 신호가 된다.","내부 NLP 기준 문서 `docs/reference/nlp_feature_plan.md`와 탄소가격 NLP 선행연구 문서들의 검색·뉴스 정서·정책 attention 논의. 정형 데이터보다 빠른 정책 신호, 시장 주의력, 불확실성, 긴축/완화 tone을 일별 proxy로 변환한다.",긴축 tone 증가는 미래 공급 희소성 기대를 높일 수 있어 양의 부호가 우선 가설이다.,NLP feature package의 as-of 검증 결과를 승계한다. 기사/검색/정책 signal은 공개일 또는 수집 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9924953095684804,2116,53,0.2740216714598441,0.152593483968071,0.8571428571428571,0.625,,0.4238241069660657,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
71,fuel_lng_japan,LNG 가격,fuel,power,raw.commodities_monthly,lng_japan,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.294; 30d mean |IC|=0.217; 60d sign stability=0.500; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",연료비는 연료전환과 발전마진을 통해 작동하므로 부호는 발전믹스 조건부이다. 내부 IC와 모델 importance로 판단한다.,외부 원자재 월별/일별 값은 원천 frequency에 맞춘 보수적 as-of key로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,127,0.2935529462178801,0.2168616519257432,0.5,0.6363636363636364,,0.4156695334012699,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
72,fuel_natgas_europe,천연가스 가격,fuel,power,raw.commodities_monthly,natgas_europe,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.212; 30d mean |IC|=0.203; 60d sign stability=0.700; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",연료비는 연료전환과 발전마진을 통해 작동하므로 부호는 발전믹스 조건부이다. 내부 IC와 모델 importance로 판단한다.,외부 원자재 월별/일별 값은 원천 frequency에 맞춘 보수적 as-of key로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,127,0.2119721705193781,0.202864903390323,0.7,0.6363636363636364,,0.3873009196332387,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
73,fuel_coal_newcastle,석탄 가격,fuel,power,raw.commodities_monthly,coal_newcastle,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.336; 30d mean |IC|=0.258; 60d sign stability=0.700; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",연료비는 연료전환과 발전마진을 통해 작동하므로 부호는 발전믹스 조건부이다. 내부 IC와 모델 importance로 판단한다.,외부 원자재 월별/일별 값은 원천 frequency에 맞춘 보수적 as-of key로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,127,0.3355770169168704,0.2584250800809982,0.7,0.7272727272727273,,0.4691736293245283,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
74,pwr_fuel_price_anthracite_krw_pe,무연탄 연료가격,pwr,power,raw.epsis_fuel_cost_monthly,fuel_price_anthracite_krw_per_ton,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.236; 30d mean |IC|=0.223; 60d sign stability=0.600; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",화석 발전량 증가는 배출권 수요 확대와 연결되어 양의 부호가 우선 가설이다.,월별 EPSIS 피처는 다음 달 말 공개 가정을 적용하고 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,117,0.2357861923319231,0.2229276098199795,0.6,0.5,,0.3952266909767646,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
75,pwr_fuel_cost_nuclear_krw_per_kw,원자력 연료비,pwr,power,raw.epsis_fuel_cost_monthly,fuel_cost_nuclear_krw_per_kwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.284; 30d mean |IC|=0.209; 60d sign stability=0.900; selection=target_overlap_gate_then_score_screen.,"연료가격과 발전 연료비는 석탄·가스·유류 발전의 상대 비용을 바꾸며, 발전믹스와 배출권 수요를 통해 KAU 가격에 전달된다.","내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",연료비는 연료전환과 발전마진을 통해 작동하므로 부호는 발전믹스 조건부이다. 내부 IC와 모델 importance로 판단한다.,월별 EPSIS 피처는 다음 달 말 공개 가정을 적용하고 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,100,0.2841296078104757,0.2087179966744463,0.9,0.9,,0.4482631662035852,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
76,pwr_minimum_demand_mw,최소 전력수요,pwr,power,raw.epsis_power_supply_daily,minimum_demand_mw,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.440; 30d mean |IC|=0.065; 60d sign stability=1.000; selection=target_overlap_gate_then_score_screen.,전력수요와 전력시장 규모는 발전량과 배출권 필요량의 직접 proxy로서 중기 배출권 수요 압력을 설명한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",전력수요·거래량 증가는 발전량과 배출권 수요를 높일 수 있어 양의 부호가 우선 가설이다.,feature_date 관측값은 보수적으로 asof_date <= trd_dd 조건으로 backward join한다. 일별 공공 데이터는 t+1 공개 가정을 적용한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,27,0.4401960566547649,0.0654948597062627,1.0,1.0,,0.5084815460866865,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
77,pwr_trade_volume_ppa_total_gwh,PPA 전력거래량,pwr,power,raw.epsis_power_trade_volume_monthly,trade_volume_ppa_total_gwh,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.998; 60d mean |IC|=0.403; 30d mean |IC|=0.362; 60d sign stability=0.667; selection=target_overlap_gate_then_score_screen.,전력수요와 전력시장 규모는 발전량과 배출권 필요량의 직접 proxy로서 중기 배출권 수요 압력을 설명한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 에너지 시장·연료전환·발전믹스 논의와 `docs/plans/가격_모델.md`의 power_energy block. 전력수요, SMP, 발전믹스, 화석연료 비용은 배출권 수요 경로이다.",전력수요·거래량 증가는 발전량과 배출권 수요를 높일 수 있어 양의 부호가 우선 가설이다.,월별 EPSIS 피처는 다음 달 말 공개 가정을 적용하고 asof_date <= trd_dd 조건으로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.99812382739212,2128,73,0.4028842134363473,0.3624698924756078,0.6666666666666666,0.6666666666666666,,0.5286828399147716,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
78,ext_lpr,EUA 저가,ext,external,raw.eua_daily,lpr,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.223; 30d mean |IC|=0.152; 60d sign stability=0.818; selection=target_overlap_gate_then_score_screen.,EUA 가격·거래량 proxy는 글로벌 탄소시장 가격발견과 K-ETS 제도·투자자 기대의 외부 benchmark 역할을 한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 거시경제·금융시장 상호연결성 논의와 `docs/plans/가격_모델.md`의 external_market block. K-ETS 성숙 이후 금리, 환율, 주식, VIX, EUA·유가가 가격결정 보조 경로가 된다.",글로벌 탄소가격 상승은 국내 가격 기대와 연결되어 양의 부호가 우선 가설이다.,외부시장 일별 지표는 해당 시장 관측일 이후 사용 가능하다고 보고 asof_date <= trd_dd로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1734,0.223186248817432,0.1518193898480739,0.8181818181818182,0.7272727272727273,,0.3925254661297879,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
79,ext_acc_trdvol,EUA 누적거래량,ext,external,raw.eua_daily,acc_trdvol,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.186; 30d mean |IC|=0.125; 60d sign stability=0.545; selection=target_overlap_gate_then_score_screen.,EUA 가격·거래량 proxy는 글로벌 탄소시장 가격발견과 K-ETS 제도·투자자 기대의 외부 benchmark 역할을 한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 거시경제·금융시장 상호연결성 논의와 `docs/plans/가격_모델.md`의 external_market block. K-ETS 성숙 이후 금리, 환율, 주식, VIX, EUA·유가가 가격결정 보조 경로가 된다.",글로벌 탄소가격 상승은 국내 가격 기대와 연결되어 양의 부호가 우선 가설이다.,외부시장 일별 지표는 해당 시장 관측일 이후 사용 가능하다고 보고 asof_date <= trd_dd로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,1147,0.1858087508727685,0.1253381668958854,0.5454545454545454,0.6363636363636364,,0.3380748092494486,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
80,pol_no_5,인증배출 순번 proxy,pol,policy,raw.gir_certified_emissions,no,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=0.996; 60d mean |IC|=nan; 30d mean |IC|=nan; 60d sign stability=nan; selection=target_overlap_gate_then_score_screen.,인증배출·정책 원천 피처는 공식 배출·수급 정보가 가격에 반영되는 제도적 경로를 보조한다.,"내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 정책 충격·MSR·제도 발동 요건 논의와 `docs/plans/가격_모델.md`의 policy_compliance block. K-ETS는 이행마감, 할당, 인증배출, 이월·차입, 안정화조치에 민감하다.",정책·배출 정보는 공급 축소/확대 내용에 따라 부호가 달라져 event context와 함께 해석한다.,공식 배출·intensity 공시는 annual_t+1 또는 source-specific disclosure lag를 적용하고 asof_date <= trd_dd로 정렬한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,0.9962476547842402,2124,11,,,,,,0.149624765478424,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
81,wx_avg_wind_speed_mps,평균풍속,wx,weather,raw.kma_asos_weather_daily,avg_wind_speed_mps,원천 시계열 값을 disclosure/as-of 기준에 맞춰 거래일 행렬에 정렬한 수치형 피처이다.,coverage=1.000; 60d mean |IC|=0.065; 30d mean |IC|=0.087; 60d sign stability=0.500; selection=target_overlap_gate_then_score_screen.,풍속·일사량·일조시간은 재생발전 여건을 나타내며 화석 백업 발전 수요와 배출권 수요를 조정한다.,내부 선행연구 `docs/reference/탄소배출권 가격 결정 및 고도화된 예측 피처 엔지니어링을 위한 종합 분석 프레임워크.md`의 HDD/CDD·기상 수요 proxy 논의와 `docs/plans/가격_모델.md`의 weather block. 기온·강수·풍속·일사량은 전력수요와 재생/수력 공급을 통해 배출권 수요를 바꾼다.,재생발전 조건 개선은 화석 발전 수요를 낮출 수 있어 음의 부호가 우선 가설이나 계통 백업 수요에 따라 달라질 수 있다.,feature_date 관측값은 보수적으로 asof_date <= trd_dd 조건으로 backward join한다. 일별 공공 데이터는 t+1 공개 가정을 적용한다.,low_or_reviewed: target VWAP level overlap gate 통과. source별 as-of는 기존 baseline 규칙을 승계한다.,target-overlap 제거 후 기존 selection continuity와 score/correlation screen을 함께 적용했다.,1.0,2132,294,0.0648927597282154,0.0872412117055474,0.5,0.6,,0.2575013207769053,target_overlap_gate_then_score_screen,main_candidate,"purged walk-forward, IC/correlation/R² guard/direction metrics, feature importance 재검증",VWAP target-overlap 계열은 selection에서 제외하고 archive 산출물로 보존한다.
